pattern,nodes,size,strat_label,strat,load_balancing_algo,load_fraction,flowsize,seed,n_flows,fct_mean,fct_p50,fct_p99,fct_max,fct_min,new,rtx,rts,bounced,acks,nacks,pulls,sleek_pkts,rtx_rate_pct,rts_rate_pct,nack_rate_pct,bounced_rate_pct
tornado,1024,m,reps_dfp,reps_dfp,reps,0.75,100000,4,768,83.61172825520832,75.0355,201.768,651.912,19.9715,19200,17881,13,0,18352,17339,0,0,93.13020833333333,0.06770833333333333,90.30729166666667,0.0
tornado,1024,m,fpar,fpar,oblivious,0.75,100000,5,768,157.6975817708334,68.5093,901.295,20645.2,19.6557,19200,17081,33,0,17766,15799,0,0,88.96354166666667,0.171875,82.28645833333333,0.0
tornado,1024,m,reps_dfp,reps_dfp,reps,0.75,100000,5,768,83.55622213541668,73.4136,207.492,248.868,19.9958,19200,17684,4,0,18292,17245,0,0,92.10416666666667,0.020833333333333332,89.81770833333333,0.0
tornado,1024,m,fpar,fpar,oblivious,0.75,500000,1,768,599.5599130208333,274.019,11276.1,28629.5,53.5342,94464,32311,530,0,83669,26489,0,0,34.20456470189702,0.5610602981029811,28.041370257452574,0.0
tornado,1024,m,reps_dfp,reps_dfp,reps,0.75,500000,1,768,298.15984635416646,294.525,532.648,2785.87,52.2035,94464,30671,42,0,85559,29343,0,0,32.468453590785906,0.04446138211382114,31.062627032520325,0.0
tornado,1024,m,fpar,fpar,oblivious,0.75,500000,2,768,528.1281683593753,293.785,5826.27,42520.4,55.1214,94464,31273,417,0,83566,26874,0,0,33.10573340108401,0.4414380081300813,28.44893292682927,0.0
tornado,1024,m,reps_dfp,reps_dfp,reps,0.75,500000,2,768,296.13133437500034,298.831,567.342,1109.0,52.9621,94464,30678,53,0,85506,29463,0,0,32.47586382113821,0.0561060298102981,31.18965955284553,0.0
tornado,1024,m,fpar,fpar,oblivious,0.75,500000,3,768,553.4268268229166,283.245,5830.0,75580.0,53.5126,94464,31829,390,0,82924,27245,0,0,33.69431741192412,0.41285569105691056,28.841675135501355,0.0
tornado,1024,m,reps_dfp,reps_dfp,reps,0.75,500000,3,768,312.0723249999996,295.499,576.633,1126.95,52.5363,94464,30733,45,0,85501,29474,0,0,32.534087059620596,0.04763719512195122,31.201304200542005,0.0
tornado,1024,m,fpar,fpar,oblivious,0.75,500000,4,768,564.7422303385415,278.608,9323.91,64776.6,53.1378,94464,31866,349,0,83305,26651,0,0,33.733485772357724,0.36945291327913277,28.2128641598916,0.0
tornado,1024,m,reps_dfp,reps_dfp,reps,0.75,500000,4,768,303.9955199218748,296.614,643.001,1561.08,53.3248,94464,30723,57,0,84658,29548,0,0,32.52350101626016,0.060340447154471545,31.279640921409214,0.0
tornado,1024,m,fpar,fpar,oblivious,0.75,500000,5,768,623.5900683593749,267.85,6710.31,50700.6,53.5827,94464,33435,546,0,83313,27231,0,0,35.39443597560975,0.5779979674796748,28.82685467479675,0.0
